Date,Commodity,Total Value
02-Apr-2023,wheat,20694.05
03-Apr-2023,apple,2960.92
03-Apr-2023,banana,8980.44
03-Apr-2023,beans (french),213.01
03-Apr-2023,brinjal,8511.71
03-Apr-2023,cabbage,8222.93
03-Apr-2023,carrot,1484.66
03-Apr-2023,cauliflower,3143.19
03-Apr-2023,coconut,15290.63
03-Apr-2023,dhania,2539.80
03-Apr-2023,dry chillies,9337.23
03-Apr-2023,garlic,2222.61
03-Apr-2023,ginger,1044.37
03-Apr-2023,gourd (bottle),8030.62
03-Apr-2023,gram,646.60
03-Apr-2023,green chilli,3486.74
03-Apr-2023,ground nut seed,163.42
03-Apr-2023,groundnut,5374.41
03-Apr-2023,jeera,1123.17
03-Apr-2023,ladys finger (bhindi),6518.96
03-Apr-2023,lemon,463.46
03-Apr-2023,mango,3608.01
03-Apr-2023,masoor,269.68
03-Apr-2023,moong,375.70
03-Apr-2023,mustard,19673.04
03-Apr-2023,onion,41128.75
03-Apr-2023,parwal (pointed gourd),292.65
03-Apr-2023,peas (green),423.43
03-Apr-2023,potato,42291.34
03-Apr-2023,rice,15874.07
03-Apr-2023,safflower,176.18
03-Apr-2023,"sesamum (sesame, gingelly, til)",219.68
03-Apr-2023,soyabean,6891.47
03-Apr-2023,spinach,4044.92
03-Apr-2023,sugar,349.80
03-Apr-2023,sunflower,184.78
03-Apr-2023,tomato,10042.41
03-Apr-2023,turmeric,4744.30
03-Apr-2023,tur,792.60
03-Apr-2023,urad,531.70
03-Apr-2023,wheat,83017.88
04-Apr-2023,apple,1957.26
04-Apr-2023,banana,6419.31
04-Apr-2023,beans (french),196.89
04-Apr-2023,brinjal,7924.33
04-Apr-2023,cabbage,7151.89
04-Apr-2023,carrot,1179.39
04-Apr-2023,cauliflower,2340.49
04-Apr-2023,coconut,7190.25
04-Apr-2023,dhania,5208.36
04-Apr-2023,dry chillies,4192.60
04-Apr-2023,garlic,4265.99
04-Apr-2023,ginger,686.22
04-Apr-2023,gourd (bottle),7511.77
04-Apr-2023,gram,327.10
04-Apr-2023,green chilli,2729.86
04-Apr-2023,ground nut seed,291.40
04-Apr-2023,groundnut,5332.40
04-Apr-2023,jeera,1446.57
04-Apr-2023,ladys finger (bhindi),6235.47
04-Apr-2023,lemon,286.50
04-Apr-2023,mango,3999.59
04-Apr-2023,masoor,197.80
04-Apr-2023,moong,181.80
04-Apr-2023,mustard,28321.84
04-Apr-2023,onion,34645.33
04-Apr-2023,parwal (pointed gourd),204.65
04-Apr-2023,peas (green),644.77
04-Apr-2023,potato,37593.76
04-Apr-2023,rice,11846.02
04-Apr-2023,safflower,2.48
04-Apr-2023,"sesamum (sesame, gingelly, til)",59.24
04-Apr-2023,soyabean,4757.54
04-Apr-2023,spinach,7203.19
04-Apr-2023,sugar,192.40
04-Apr-2023,sunflower,57.47
04-Apr-2023,tomato,8513.43
04-Apr-2023,turmeric,1282.69
04-Apr-2023,tur,799.20
04-Apr-2023,urad,359.10
04-Apr-2023,wheat,177305.11
05-Apr-2023,apple,1671.17
05-Apr-2023,banana,7258.76
05-Apr-2023,beans (french),244.81
05-Apr-2023,brinjal,8033.26
05-Apr-2023,cabbage,7370.83
05-Apr-2023,carrot,1386.21
05-Apr-2023,cauliflower,3485.93
05-Apr-2023,coconut,22798.54
05-Apr-2023,dhania,3565.70
05-Apr-2023,dry chillies,1069.10
05-Apr-2023,garlic,13010.06
05-Apr-2023,ginger,3794.48
05-Apr-2023,gourd (bottle),6997.62
05-Apr-2023,gram,690.70
05-Apr-2023,green chilli,3053.94
05-Apr-2023,ground nut seed,189.73
05-Apr-2023,groundnut,3247.23
05-Apr-2023,jeera,1772.71
05-Apr-2023,ladys finger (bhindi),5660.14
05-Apr-2023,lemon,447.54
05-Apr-2023,mango,3290.10
05-Apr-2023,masoor,192.89
05-Apr-2023,moong,316.00
05-Apr-2023,mustard,32250.86
05-Apr-2023,onion,55533.15
05-Apr-2023,parwal (pointed gourd),275.37
05-Apr-2023,peas (green),414.88
05-Apr-2023,potato,54251.11
05-Apr-2023,rice,17581.32
05-Apr-2023,safflower,113.00
05-Apr-2023,"sesamum (sesame, gingelly, til)",107.26
05-Apr-2023,soyabean,16449.99
05-Apr-2023,spinach,6297.34
05-Apr-2023,sugar,543.80
05-Apr-2023,sunflower,539.00
05-Apr-2023,tomato,10737.56
05-Apr-2023,turmeric,2926.32
05-Apr-2023,tur,3725.30
05-Apr-2023,urad,608.09
05-Apr-2023,wheat,194897.24
06-Apr-2023,apple,1516.51
06-Apr-2023,banana,7435.96
06-Apr-2023,beans (french),162.20
06-Apr-2023,brinjal,7785.29
06-Apr-2023,cabbage,7738.81
06-Apr-2023,carrot,1092.77
06-Apr-2023,cauliflower,2751.59
06-Apr-2023,coconut,8475.94
06-Apr-2023,dhania,1444.74
06-Apr-2023,dry chillies,16687.70
06-Apr-2023,garlic,6333.90
06-Apr-2023,ginger,3803.36
06-Apr-2023,gourd (bottle),7516.59
06-Apr-2023,gram,558.00
06-Apr-2023,green chilli,6217.55
06-Apr-2023,ground nut seed,241.12
06-Apr-2023,groundnut,3262.07
06-Apr-2023,jeera,1343.37
06-Apr-2023,ladys finger (bhindi),6669.49
06-Apr-2023,lemon,384.61
06-Apr-2023,mango,3226.08
06-Apr-2023,masoor,280.10
06-Apr-2023,moong,296.40
06-Apr-2023,mustard,20550.31
06-Apr-2023,onion,42750.78
06-Apr-2023,parwal (pointed gourd),246.59
06-Apr-2023,peas (green),277.50
06-Apr-2023,potato,44659.77
06-Apr-2023,rice,16771.40
06-Apr-2023,safflower,10.76
06-Apr-2023,"sesamum (sesame, gingelly, til)",163.05
06-Apr-2023,soyabean,2897.97
06-Apr-2023,spinach,7759.01
06-Apr-2023,sugar,406.20
06-Apr-2023,sunflower,806.60
06-Apr-2023,tomato,9274.56
06-Apr-2023,turmeric,2179.30
06-Apr-2023,tur,935.90
06-Apr-2023,urad,546.16
06-Apr-2023,wheat,114646.23
07-Apr-2023,apple,1397.33
07-Apr-2023,banana,9127.83
07-Apr-2023,beans (french),110.99
07-Apr-2023,brinjal,2144.04
07-Apr-2023,cabbage,2326.79
07-Apr-2023,carrot,1053.28
07-Apr-2023,cauliflower,2229.19
07-Apr-2023,coconut,3970.61
07-Apr-2023,dhania,4509.00
07-Apr-2023,dry chillies,256.10
07-Apr-2023,garlic,5372.25
07-Apr-2023,ginger,689.36
07-Apr-2023,gourd (bottle),1962.54
07-Apr-2023,gram,405.50
07-Apr-2023,green chilli,2984.73
07-Apr-2023,ground nut seed,104.36
07-Apr-2023,groundnut,1832.34
07-Apr-2023,jeera,2692.60
07-Apr-2023,ladys finger (bhindi),942.10
07-Apr-2023,lemon,304.87
07-Apr-2023,mango,3172.01
07-Apr-2023,masoor,233.80
07-Apr-2023,moong,225.30
07-Apr-2023,mustard,27214.03
07-Apr-2023,onion,50076.50
07-Apr-2023,parwal (pointed gourd),236.64
07-Apr-2023,peas (green),191.52
07-Apr-2023,potato,45881.38
07-Apr-2023,rice,11673.15
07-Apr-2023,safflower,76.00
07-Apr-2023,"sesamum (sesame, gingelly, til)",52.74
07-Apr-2023,soyabean,4397.42
07-Apr-2023,spinach,3255.14
07-Apr-2023,sugar,419.70
07-Apr-2023,sunflower,160.18
07-Apr-2023,tomato,8109.51
07-Apr-2023,turmeric,1313.46
07-Apr-2023,tur,751.40
07-Apr-2023,urad,405.20
07-Apr-2023,wheat,104915.78
08-Apr-2023,apple,2096.39
08-Apr-2023,banana,9517.10
08-Apr-2023,beans (french),220.83
08-Apr-2023,brinjal,7893.21
08-Apr-2023,cabbage,8072.21
08-Apr-2023,carrot,1435.06
08-Apr-2023,cauliflower,3364.78
08-Apr-2023,coconut,11970.44
08-Apr-2023,dhania,2055.54
08-Apr-2023,dry chillies,1119.80
08-Apr-2023,garlic,6216.07
08-Apr-2023,ginger,1249.25
08-Apr-2023,gourd (bottle),8109.69
08-Apr-2023,gram,424.70
08-Apr-2023,green chilli,3396.44
08-Apr-2023,ground nut seed,88.94
08-Apr-2023,groundnut,3049.40
08-Apr-2023,jeera,2347.30
08-Apr-2023,ladys finger (bhindi),6147.58
08-Apr-2023,lemon,812.25
08-Apr-2023,mango,5408.82
08-Apr-2023,masoor,145.36
08-Apr-2023,moong,177.00
08-Apr-2023,mustard,26644.70
08-Apr-2023,onion,57427.18
08-Apr-2023,parwal (pointed gourd),377.62
08-Apr-2023,peas (green),309.75
08-Apr-2023,potato,39553.81
08-Apr-2023,rice,13148.31
08-Apr-2023,safflower,197.02
08-Apr-2023,"sesamum (sesame, gingelly, til)",100.15
08-Apr-2023,soyabean,6842.96
08-Apr-2023,spinach,5359.74
08-Apr-2023,sugar,448.20
08-Apr-2023,sunflower,112.90
08-Apr-2023,tomato,10132.48
08-Apr-2023,turmeric,2132.11
08-Apr-2023,tur,583.80
08-Apr-2023,urad,340.20
08-Apr-2023,wheat,107699.43
09-Apr-2023,apple,613.60
09-Apr-2023,banana,7859.72
09-Apr-2023,beans (french),83.04
09-Apr-2023,brinjal,6350.79
09-Apr-2023,cabbage,6843.98
09-Apr-2023,carrot,702.24
09-Apr-2023,cauliflower,1527.65
09-Apr-2023,coconut,4455.62
09-Apr-2023,dhania,2.12
09-Apr-2023,dry chillies,38.10
09-Apr-2023,garlic,1580.81
09-Apr-2023,ginger,522.31
09-Apr-2023,gourd (bottle),6031.30
09-Apr-2023,gram,168.30
09-Apr-2023,green chilli,2069.96
09-Apr-2023,ground nut seed,0
09-Apr-2023,groundnut,778.46
09-Apr-2023,jeera,12.82
09-Apr-2023,ladys finger (bhindi),5554.44
09-Apr-2023,lemon,117.39
09-Apr-2023,mango,1738.46
09-Apr-2023,masoor,58.00
09-Apr-2023,moong,82.58
09-Apr-2023,mustard,4896.93
09-Apr-2023,onion,13351.39
09-Apr-2023,parwal (pointed gourd),121.45
09-Apr-2023,peas (green),113.60
09-Apr-2023,potato,21418.31
09-Apr-2023,rice,9372.70
09-Apr-2023,safflower,2.00
09-Apr-2023,"sesamum (sesame, gingelly, til)",3.34
09-Apr-2023,soyabean,637.13
09-Apr-2023,spinach,7450.25
09-Apr-2023,sugar,94.00
09-Apr-2023,sunflower,1.00
09-Apr-2023,tomato,6960.43
09-Apr-2023,turmeric,56.50
09-Apr-2023,tur,309.10
09-Apr-2023,urad,188.00
09-Apr-2023,wheat,34551.91
10-Apr-2023,apple,2367.15
10-Apr-2023,banana,8935.41
10-Apr-2023,beans (french),156.41
10-Apr-2023,brinjal,8316.10
10-Apr-2023,cabbage,7610.92
10-Apr-2023,carrot,1449.08
10-Apr-2023,cauliflower,3810.36
10-Apr-2023,coconut,25992.61
10-Apr-2023,dhania,6317.51
10-Apr-2023,dry chillies,16545.06
10-Apr-2023,garlic,14585.78
10-Apr-2023,ginger,1040.24
10-Apr-2023,gourd (bottle),7938.02
10-Apr-2023,gram,756.80
10-Apr-2023,green chilli,3669.95
10-Apr-2023,ground nut seed,157.31
10-Apr-2023,groundnut,3621.16
10-Apr-2023,jeera,2805.96
10-Apr-2023,ladys finger (bhindi),7011.39
10-Apr-2023,lemon,601.25
10-Apr-2023,mango,4199.34
10-Apr-2023,masoor,231.22
10-Apr-2023,moong,513.10
10-Apr-2023,mustard,41656.99
10-Apr-2023,onion,86794.14
10-Apr-2023,parwal (pointed gourd),432.41
10-Apr-2023,peas (green),543.20
10-Apr-2023,potato,49594.81
10-Apr-2023,rice,21107.57
10-Apr-2023,safflower,106.24
10-Apr-2023,"sesamum (sesame, gingelly, til)",393.85
10-Apr-2023,soyabean,15113.50
10-Apr-2023,spinach,4161.38
10-Apr-2023,sugar,316.40
10-Apr-2023,sunflower,625.30
10-Apr-2023,tomato,11010.42
10-Apr-2023,turmeric,5233.10
10-Apr-2023,tur,1287.20
10-Apr-2023,urad,776.94
10-Apr-2023,wheat,322755.46
11-Apr-2023,apple,2236.18
11-Apr-2023,banana,7641.86
11-Apr-2023,beans (french),645.18
11-Apr-2023,brinjal,8022.89
11-Apr-2023,cabbage,6806.98
11-Apr-2023,carrot,1337.02
11-Apr-2023,cauliflower,2908.39
11-Apr-2023,coconut,8718.79
11-Apr-2023,dhania,5468.62
11-Apr-2023,dry chillies,9970.80
11-Apr-2023,garlic,14712.45
11-Apr-2023,ginger,1284.97
11-Apr-2023,gourd (bottle),7362.55
11-Apr-2023,gram,501.20
11-Apr-2023,green chilli,3915.12
11-Apr-2023,ground nut seed,138.08
11-Apr-2023,groundnut,4425.44
11-Apr-2023,jeera,1818.79
11-Apr-2023,ladys finger (bhindi),6089.77
11-Apr-2023,lemon,693.55
11-Apr-2023,mango,5364.05
11-Apr-2023,masoor,174.50
11-Apr-2023,moong,437.00
11-Apr-2023,mustard,38823.08
11-Apr-2023,onion,71445.83
11-Apr-2023,parwal (pointed gourd),351.61
11-Apr-2023,peas (green),379.57
11-Apr-2023,potato,44921.70
11-Apr-2023,rice,16570.05
11-Apr-2023,safflower,139.00
11-Apr-2023,"sesamum (sesame, gingelly, til)",143.47
11-Apr-2023,soyabean,16330.06
11-Apr-2023,spinach,6780.50
11-Apr-2023,sugar,434.40
11-Apr-2023,sunflower,431.17
11-Apr-2023,tomato,11209.70
11-Apr-2023,turmeric,5527.82
11-Apr-2023,tur,979.10
11-Apr-2023,urad,461.30
11-Apr-2023,wheat,344893.86
12-Apr-2023,apple,2655.37
12-Apr-2023,banana,12528.28
12-Apr-2023,beans (french),195.50
12-Apr-2023,brinjal,8056.08
12-Apr-2023,cabbage,7107.64
12-Apr-2023,carrot,995.79
12-Apr-2023,cauliflower,2989.35
12-Apr-2023,coconut,10952.67
12-Apr-2023,dhania,7299.85
12-Apr-2023,dry chillies,10236.21
12-Apr-2023,garlic,13751.60
12-Apr-2023,ginger,1025.81
12-Apr-2023,gourd (bottle),8117.42
12-Apr-2023,gram,500.10
12-Apr-2023,green chilli,3996.75
12-Apr-2023,ground nut seed,145.03
12-Apr-2023,groundnut,3841.67
12-Apr-2023,jeera,2344.52
12-Apr-2023,ladys finger (bhindi),6115.31
12-Apr-2023,lemon,810.09
12-Apr-2023,mango,5561.36
12-Apr-2023,masoor,243.70
12-Apr-2023,moong,339.20
12-Apr-2023,mustard,44363.04
12-Apr-2023,onion,75361.78
12-Apr-2023,parwal (pointed gourd),316.95
12-Apr-2023,peas (green),362.58
12-Apr-2023,potato,45692.70
12-Apr-2023,rice,19801.20
12-Apr-2023,safflower,121.64
12-Apr-2023,"sesamum (sesame, gingelly, til)",281.93
12-Apr-2023,soyabean,16154.27
12-Apr-2023,spinach,6942.99
12-Apr-2023,sugar,563.80
12-Apr-2023,sunflower,813.68
12-Apr-2023,tomato,10586.71
12-Apr-2023,turmeric,5026.64
12-Apr-2023,tur,884.60
12-Apr-2023,urad,566.24
12-Apr-2023,wheat,394931.83
13-Apr-2023,apple,2271.40
13-Apr-2023,banana,11454.73
13-Apr-2023,beans (french),187.66
13-Apr-2023,brinjal,7984.73
13-Apr-2023,cabbage,6348.42
13-Apr-2023,carrot,1951.68
13-Apr-2023,cauliflower,3042.14
13-Apr-2023,coconut,9977.99
13-Apr-2023,dhania,4992.78
13-Apr-2023,dry chillies,10603.00
13-Apr-2023,garlic,13750.35
13-Apr-2023,ginger,1253.54
13-Apr-2023,gourd (bottle),7719.78
13-Apr-2023,gram,575.50
13-Apr-2023,green chilli,3429.02
13-Apr-2023,ground nut seed,131.94
13-Apr-2023,groundnut,4127.93
13-Apr-2023,jeera,1848.34
13-Apr-2023,ladys finger (bhindi),6144.73
13-Apr-2023,lemon,636.45
13-Apr-2023,mango,4711.58
13-Apr-2023,masoor,222.90
13-Apr-2023,moong,299.40
13-Apr-2023,mustard,28924.89
13-Apr-2023,onion,63537.35
13-Apr-2023,parwal (pointed gourd),357.73
13-Apr-2023,peas (green),519.13
13-Apr-2023,potato,43050.03
13-Apr-2023,rice,15271.05
13-Apr-2023,safflower,52.00
13-Apr-2023,"sesamum (sesame, gingelly, til)",168.26
13-Apr-2023,soyabean,13815.89
13-Apr-2023,spinach,4414.96
13-Apr-2023,sugar,704.80
13-Apr-2023,sunflower,453.69
13-Apr-2023,tomato,10104.92
13-Apr-2023,turmeric,3784.36
13-Apr-2023,tur,901.10
13-Apr-2023,urad,435.99
13-Apr-2023,wheat,486628.03
14-Apr-2023,apple,1744.61
14-Apr-2023,banana,7519.67
14-Apr-2023,beans (french),216.67
14-Apr-2023,brinjal,2181.07
14-Apr-2023,cabbage,1934.83
14-Apr-2023,carrot,1024.00
14-Apr-2023,cauliflower,1801.08
14-Apr-2023,coconut,2394.75
14-Apr-2023,dhania,1964.98
14-Apr-2023,dry chillies,263.12
14-Apr-2023,garlic,4901.59
14-Apr-2023,ginger,888.70
14-Apr-2023,gourd (bottle),2296.70
14-Apr-2023,gram,458.90
14-Apr-2023,green chilli,2808.30
14-Apr-2023,ground nut seed,125.76
14-Apr-2023,groundnut,520.35
14-Apr-2023,jeera,391.74
14-Apr-2023,ladys finger (bhindi),1036.70
14-Apr-2023,lemon,431.45
14-Apr-2023,mango,5087.94
14-Apr-2023,masoor,212.60
14-Apr-2023,moong,175.00
14-Apr-2023,mustard,23067.20
14-Apr-2023,onion,44915.87
14-Apr-2023,parwal (pointed gourd),336.31
14-Apr-2023,peas (green),178.34
14-Apr-2023,potato,38023.41
14-Apr-2023,rice,13097.82
14-Apr-2023,safflower,0
14-Apr-2023,"sesamum (sesame, gingelly, til)",41.19
14-Apr-2023,soyabean,1164.01
14-Apr-2023,spinach,5168.75
14-Apr-2023,sugar,434.00
14-Apr-2023,sunflower,404.50
14-Apr-2023,tomato,7975.03
14-Apr-2023,turmeric,119.16
14-Apr-2023,tur,861.00
14-Apr-2023,urad,443.00
14-Apr-2023,wheat,421124.40
15-Apr-2023,apple,2255.65
15-Apr-2023,banana,11183.90
15-Apr-2023,beans (french),140.18
15-Apr-2023,brinjal,8178.67
15-Apr-2023,cabbage,7251.49
15-Apr-2023,carrot,1118.66
15-Apr-2023,cauliflower,3145.97
15-Apr-2023,coconut,12485.12
15-Apr-2023,dhania,5936.81
15-Apr-2023,dry chillies,1239.73
15-Apr-2023,garlic,10635.82
15-Apr-2023,ginger,1172.76
15-Apr-2023,gourd (bottle),8058.66
15-Apr-2023,gram,447.70
15-Apr-2023,green chilli,3269.92
15-Apr-2023,ground nut seed,477.06
15-Apr-2023,groundnut,3637.14
15-Apr-2023,jeera,1822.94
15-Apr-2023,ladys finger (bhindi),6486.14
15-Apr-2023,lemon,790.12
15-Apr-2023,mango,5138.73
15-Apr-2023,masoor,227.80
15-Apr-2023,moong,299.02
15-Apr-2023,mustard,30352.47
15-Apr-2023,onion,55752.44
15-Apr-2023,parwal (pointed gourd),464.14
15-Apr-2023,peas (green),427.20
15-Apr-2023,potato,42630.38
15-Apr-2023,rice,14302.68
15-Apr-2023,safflower,166.55
15-Apr-2023,"sesamum (sesame, gingelly, til)",92.16
15-Apr-2023,soyabean,13011.19
15-Apr-2023,spinach,4854.68
15-Apr-2023,sugar,366.20
15-Apr-2023,sunflower,176.90
15-Apr-2023,tomato,9800.37
15-Apr-2023,turmeric,3618.49
15-Apr-2023,tur,866.40
15-Apr-2023,urad,556.45
15-Apr-2023,wheat,684974.08
16-Apr-2023,apple,704.96
16-Apr-2023,banana,9514.73
16-Apr-2023,beans (french),107.53
16-Apr-2023,brinjal,1740.91
16-Apr-2023,cabbage,1499.65
16-Apr-2023,carrot,858.75
16-Apr-2023,cauliflower,1592.01
16-Apr-2023,coconut,215.08
16-Apr-2023,dhania,755.50
16-Apr-2023,dry chillies,7.92
16-Apr-2023,garlic,1640.13
16-Apr-2023,ginger,410.56
16-Apr-2023,gourd (bottle),1647.56
16-Apr-2023,gram,190.10
16-Apr-2023,green chilli,1725.44
16-Apr-2023,ground nut seed,0
16-Apr-2023,groundnut,1058.24
16-Apr-2023,jeera,10.70
16-Apr-2023,ladys finger (bhindi),751.99
16-Apr-2023,lemon,147.93
16-Apr-2023,mango,2330.56
16-Apr-2023,masoor,58.80
16-Apr-2023,moong,62.90
16-Apr-2023,mustard,4113.87
16-Apr-2023,onion,18046.32
16-Apr-2023,parwal (pointed gourd),172.57
16-Apr-2023,peas (green),125.82
16-Apr-2023,potato,25001.53
16-Apr-2023,rice,9214.75
16-Apr-2023,safflower,1.00
16-Apr-2023,"sesamum (sesame, gingelly, til)",26.70
16-Apr-2023,soyabean,1264.27
16-Apr-2023,spinach,6680.19
16-Apr-2023,sugar,85.00
16-Apr-2023,sunflower,6.00
16-Apr-2023,tomato,6555.32
16-Apr-2023,turmeric,57.00
16-Apr-2023,tur,311.40
16-Apr-2023,urad,206.03
16-Apr-2023,wheat,485528.70
17-Apr-2023,apple,2754.88
17-Apr-2023,banana,10433.88
17-Apr-2023,beans (french),219.88
17-Apr-2023,brinjal,7666.25
17-Apr-2023,cabbage,7282.28
17-Apr-2023,carrot,1425.34
17-Apr-2023,cauliflower,2751.49
17-Apr-2023,coconut,11144.35
17-Apr-2023,dhania,5326.61
17-Apr-2023,dry chillies,18975.69
17-Apr-2023,garlic,12538.48
17-Apr-2023,ginger,981.49
17-Apr-2023,gourd (bottle),2801.09
17-Apr-2023,gram,524.80
17-Apr-2023,green chilli,3523.07
17-Apr-2023,ground nut seed,194.62
17-Apr-2023,groundnut,4759.58
17-Apr-2023,jeera,1126.98
17-Apr-2023,ladys finger (bhindi),1937.04
17-Apr-2023,lemon,498.55
17-Apr-2023,mango,4907.93
17-Apr-2023,masoor,238.10
17-Apr-2023,moong,284.80
17-Apr-2023,mustard,30473.29
17-Apr-2023,onion,71100.81
17-Apr-2023,parwal (pointed gourd),435.77
17-Apr-2023,peas (green),407.72
17-Apr-2023,potato,40779.05
17-Apr-2023,rice,16204.77
17-Apr-2023,safflower,140.00
17-Apr-2023,"sesamum (sesame, gingelly, til)",308.08
17-Apr-2023,soyabean,16060.26
17-Apr-2023,spinach,5995.53
17-Apr-2023,sugar,255.60
17-Apr-2023,sunflower,254.65
17-Apr-2023,tomato,10665.57
17-Apr-2023,turmeric,6425.34
17-Apr-2023,tur,1170.80
17-Apr-2023,urad,550.12
17-Apr-2023,wheat,796739.09
18-Apr-2023,apple,2428.48
18-Apr-2023,banana,10937.53
18-Apr-2023,beans (french),165.06
18-Apr-2023,brinjal,2662.86
18-Apr-2023,cabbage,2345.90
18-Apr-2023,carrot,1257.49
18-Apr-2023,cauliflower,3137.54
18-Apr-2023,coconut,11390.23
18-Apr-2023,dhania,6989.74
18-Apr-2023,dry chillies,7375.90
18-Apr-2023,garlic,11497.84
18-Apr-2023,ginger,1155.10
18-Apr-2023,gourd (bottle),8089.38
18-Apr-2023,gram,344.70
18-Apr-2023,green chilli,3613.76
18-Apr-2023,ground nut seed,168.72
18-Apr-2023,groundnut,3010.79
18-Apr-2023,jeera,1269.94
18-Apr-2023,ladys finger (bhindi),7669.61
18-Apr-2023,lemon,826.10
18-Apr-2023,mango,5777.71
18-Apr-2023,masoor,206.70
18-Apr-2023,moong,292.40
18-Apr-2023,mustard,33351.53
18-Apr-2023,onion,59708.41
18-Apr-2023,parwal (pointed gourd),502.92
18-Apr-2023,peas (green),374.05
18-Apr-2023,potato,38988.90
18-Apr-2023,rice,15760.10
18-Apr-2023,safflower,131.06
18-Apr-2023,"sesamum (sesame, gingelly, til)",142.26
18-Apr-2023,soyabean,14715.22
18-Apr-2023,spinach,6425.16
18-Apr-2023,sugar,428.40
18-Apr-2023,sunflower,580.90
18-Apr-2023,tomato,10924.54
18-Apr-2023,turmeric,4789.46
18-Apr-2023,tur,838.30
18-Apr-2023,urad,502.95
18-Apr-2023,wheat,741180.01
19-Apr-2023,apple,2014.06
19-Apr-2023,banana,10095.28
19-Apr-2023,beans (french),151.01
19-Apr-2023,brinjal,8551.70
19-Apr-2023,cabbage,6974.65
19-Apr-2023,carrot,1394.32
19-Apr-2023,cauliflower,3048.71
19-Apr-2023,coconut,5900.03
19-Apr-2023,dhania,6336.54
19-Apr-2023,dry chillies,9142.90
19-Apr-2023,garlic,11844.47
19-Apr-2023,ginger,1192.06
19-Apr-2023,gourd (bottle),2530.03
19-Apr-2023,gram,521.20
19-Apr-2023,green chilli,4022.43
19-Apr-2023,ground nut seed,145.94
19-Apr-2023,groundnut,3460.66
19-Apr-2023,jeera,1337.91
19-Apr-2023,ladys finger (bhindi),9888.99
19-Apr-2023,lemon,675.58
19-Apr-2023,mango,6435.29
19-Apr-2023,masoor,231.33
19-Apr-2023,moong,229.20
19-Apr-2023,mustard,28965.71
19-Apr-2023,onion,69356.38
19-Apr-2023,parwal (pointed gourd),423.24
19-Apr-2023,peas (green),433.77
19-Apr-2023,potato,42229.86
19-Apr-2023,rice,15535.36
19-Apr-2023,safflower,20.90
19-Apr-2023,"sesamum (sesame, gingelly, til)",269.82
19-Apr-2023,soyabean,14122.70
19-Apr-2023,spinach,4395.62
19-Apr-2023,sugar,474.30
19-Apr-2023,sunflower,759.40
19-Apr-2023,tomato,12396.54
19-Apr-2023,turmeric,6240.39
19-Apr-2023,tur,1025.30
19-Apr-2023,urad,501.28
19-Apr-2023,wheat,669624.98
20-Apr-2023,apple,2025.92
20-Apr-2023,banana,10139.60
20-Apr-2023,beans (french),133.62
20-Apr-2023,brinjal,7336.37
20-Apr-2023,cabbage,7867.01
20-Apr-2023,carrot,934.17
20-Apr-2023,cauliflower,2597.18
20-Apr-2023,coconut,10838.46
20-Apr-2023,dhania,3567.72
20-Apr-2023,dry chillies,5056.65
20-Apr-2023,garlic,7192.00
20-Apr-2023,ginger,4919.10
20-Apr-2023,gourd (bottle),8729.76
20-Apr-2023,gram,541.21
20-Apr-2023,green chilli,2998.93
20-Apr-2023,ground nut seed,125.86
20-Apr-2023,groundnut,1625.77
20-Apr-2023,jeera,1095.56
20-Apr-2023,ladys finger (bhindi),7791.56
20-Apr-2023,lemon,802.80
20-Apr-2023,mango,5737.98
20-Apr-2023,masoor,251.00
20-Apr-2023,moong,198.00
20-Apr-2023,mustard,22069.03
20-Apr-2023,onion,54924.54
20-Apr-2023,parwal (pointed gourd),472.49
20-Apr-2023,peas (green),253.78
20-Apr-2023,potato,39190.04
20-Apr-2023,rice,14025.55
20-Apr-2023,safflower,46.00
20-Apr-2023,"sesamum (sesame, gingelly, til)",267.20
20-Apr-2023,soyabean,9404.87
20-Apr-2023,spinach,4885.53
20-Apr-2023,sugar,600.00
20-Apr-2023,sunflower,247.00
20-Apr-2023,tomato,9695.12
20-Apr-2023,turmeric,1235.44
20-Apr-2023,tur,905.00
20-Apr-2023,urad,509.92
20-Apr-2023,wheat,664283.70
21-Apr-2023,apple,2203.05
21-Apr-2023,banana,13186.80
21-Apr-2023,beans (french),203.56
21-Apr-2023,brinjal,6069.02
21-Apr-2023,cabbage,6381.73
21-Apr-2023,carrot,1041.52
21-Apr-2023,cauliflower,2620.25
21-Apr-2023,coconut,8897.21
21-Apr-2023,dhania,3313.03
21-Apr-2023,dry chillies,8731.82
21-Apr-2023,garlic,4494.54
21-Apr-2023,ginger,3858.50
21-Apr-2023,gourd (bottle),7518.47
21-Apr-2023,gram,493.30
21-Apr-2023,green chilli,3563.00
21-Apr-2023,ground nut seed,145.38
21-Apr-2023,groundnut,3234.54
21-Apr-2023,jeera,1013.86
21-Apr-2023,ladys finger (bhindi),5922.26
21-Apr-2023,lemon,967.20
21-Apr-2023,mango,5908.24
21-Apr-2023,masoor,209.20
21-Apr-2023,moong,233.40
21-Apr-2023,mustard,23726.39
21-Apr-2023,onion,55059.58
21-Apr-2023,parwal (pointed gourd),437.19
21-Apr-2023,peas (green),234.35
21-Apr-2023,potato,47290.05
21-Apr-2023,rice,20880.00
21-Apr-2023,safflower,143.00
21-Apr-2023,"sesamum (sesame, gingelly, til)",228.95
21-Apr-2023,soyabean,14431.71
